term    year    instructor  dept    course.id    course.name    section    type    responses    enrollment    resp.rate    hrs.per.week    interst.in.student.learning    exp.goals    clarity    provide.feedback    importance    exp.subject    respect    overall.teaching    overall.course
Spring	2015	ZIV BAR-JOSEPH	CB	2510	COMPUTATNL GENOMICS	A	Lect	3	5	60%	7	4.33	3.67	4.67	4.67	4.33	4	4.33	4	4
Fall	2016	VALENTIN ILYIN	CB	2510	COMPUTATNL GENOMICS	W	Lect	3	4	75%	9	4	4	4	4	4	3.67	5	4	3.67
Spring	2016	SE YOUNG KIM	CB	2510	COMPUTATNL GENOMICS	A	Lect	2	4	50%	12.5	1.5	1.5	2	1	1.5	1.5	2	1.5	1
Fall	2014	RUSSELL SCHWARTZ	CB	2512	CMPL MTH BIO MDL SMT	A	Lect	1	2	50%	14	4	5	5	4	4	4	5	4	5
Fall	2016	RUSSELL SCHWARTZ	CB	2512	CMPL MTH BIO MDL SMT	A	Lect	2	3	67%	8	5	5	5	5	5	5	5	5	5
Spring	2014	CARLETON KINGSFORD	CB	2513	ALGTH & DATA STRUCTR	A	Lect	3	3	100%	9	3.67	4	4	4	4	4	4.33	4.33	4
Spring	2013	CARLETON KINGSFORD	CB	2513	ALGTH & DATA STRUCTR	A	Lect	4	8	50%	8	3.75	4	3.75	3.5	4	3.75	4.25	3.75	3.75
Spring	2016	"WU, W. (co-taught)"	CB	2518	COMP MEDICINE	A	Lect	2	3	67%	9.5	5	5	5	5	5	5	5	5	5
Spring	2016	"LANGMEAD, C. (co-taught)"	CB	2518	COMP MEDICINE	A	Lect	2	3	67%	9.5	5	5	5	5	5	5	5	5	5
Fall	2013	CHRISTOPHER LANGMEAD	CB	2530	CELL SYSTMS MODELING	1	Lect	2	3	67%	17.5	4.5	4	4.5	5	4.5	4	4	4.5	5
Fall	2013	CHRISTOPHER LANGMEAD	CB	2530	CELL SYSTMS MODELING	A	Lect	1	3	33%	11	5	5	5	5	5	5	5	5	5
Fall	2015	PHILLIP COMPEAU	CB	2601	PRGRMMING SCIENTISTS	A	Lect	15	24	63%	14.2	4.27	4.27	4.2	3.93	4.14	4.2	4.67	3.93	3.93
Fall	2016	PHILLIP COMPEAU	CB	2601	PRGRMMING SCIENTISTS	1	Lect	22	23	96%	12.86	4.14	4.27	4.36	3.77	4.32	4.5	4.18	4.27	4.18
Fall	2014	CARLETON KINGSFORD	CB	2601	PRGRMMING SCIENTISTS	A	Lect	27	39	69%	12	4.52	4.41	4.48	4.33	4.63	4.41	4.81	4.37	4.48
Spring	2015	"THICKMAN, K. (co-taught)"	CB	2602	PROF ISSUES COMP BIO	A	Lect	7	14	50%	5.57	4.14	4.14	4.14	4.29	4.14	4	4.29	4	3.57
Spring	2015	"SUBRAMANIAN, S. (co-taught)"	CB	2602	PROF ISSUES COMP BIO	A	Lect	7	14	50%	6.17	4.14	4.14	4.14	4.29	4.14	4	4.29	4	3.71
Fall	2015	"SUBRAMANIAN, S. (co-taught)"	CB	2602	PROF ISSUES COMP BIO	A	Lect	11	26	42%	2.27	4	4.36	4.2	4.27	4.09	4.09	4.09	3.82	4
Fall	2015	"COMPEAU, P. (co-taught)"	CB	2602	PROF ISSUES COMP BIO	A	Lect	11	26	42%	2.3	4.18	4.27	4.18	4.27	4.18	4	4	3.91	4
Spring	2016	PHILLIP COMPEAU	CB	2604	FUNDAMENTALS BIOINF	A	Lect	6	7	86%	19	4.83	4.67	4.83	4.67	4.67	4.83	5	4.67	4.5
Fall	2016	JIAN MA	CB	2613	ALGR & ADV DTA STRC	A	Lect	40	42	95%	10.82	3.67	3.95	4.05	3.38	3.8	3.52	4.38	3.46	3.5
Fall	2014	CARLETON KINGSFORD	CB	2613	ALGR & ADV DTA STRC	A	Lect	43	58	74%	13.26	4.56	4.58	4.63	4.38	4.65	4.67	4.88	4.53	4.56
Fall	2015	CARLETON KINGSFORD	CB	2613	ALGR & ADV DTA STRC	A	Lect	45	69	65%	12.6	4.4	4.53	4.56	4.27	4.33	4.36	4.62	4.24	4.29
Fall	2011	"VU, D. (co-taught)"	CB	2651	NW TCHNLG FTR MRKTS	A	Lect	4	4	100%	12.5	4	3.75	4.5	4.25	4.25	3.75	4.25	3.75	3.75
Fall	2011	"NYBERG, E. (co-taught)"	CB	2651	NW TCHNLG FTR MRKTS	A	Lect	4	4	100%	13	3.67	3.67	3.67	3.67	3.67	3.67	3.67	3.67	3.67
Fall	2014	DU (JOHN) VU	CB	2651	NW TCHNLG FTR MRKTS	A	Lect	28	42	67%	10.3	4.96	4.89	4.93	4.93	4.93	4.96	4.96	4.89	4.93
Fall	2012	DU (JOHN) VU	CB	2651	NW TCHNLG FTR MRKTS	A	Lect	12	17	71%	9.36	4.42	4	4.17	4.33	4.33	4.25	4.25	4.17	4.17
Fall	2015	DU (JOHN) VU	CB	2651	NW TCHNLG FTR MRKTS	A	Lect	23	31	74%	8.09	4.87	4.74	4.83	4.83	4.87	4.7	4.91	4.78	4.65
Fall	2013	DU (JOHN) VU	CB	2651	NW TCHNLG FTR MRKTS	A	Lect	22	30	73%	7.62	4.41	4.23	4.27	4.14	4.36	4.36	4.59	4.18	3.95
Fall	2016	DU (JOHN) VU	CB	2651	NW TCHNLG FTR MRKTS	A	Lect	23	33	70%	7.18	4.61	4.57	4.61	4.48	4.52	4.57	4.57	4.48	4.43
Fall	2011	"VU, D. (co-taught)"	CB	2652	OPPORTUNS BIOTECHNGY	A1	Lect	4	8	50%	10.25	4.75	5	5	4.75	5	5	5	5	4.75
Fall	2011	"NYBERG, E. (co-taught)"	CB	2652	OPPORTUNS BIOTECHNGY	A1	Lect	4	8	50%	10.25	4.75	4.75	4.75	4.75	5	5	4.75	4.75	4.5
Fall	2014	KAREN THICKMAN	CB	2652	FUNDMNTL BIOTECHNLGY	A	Lect	19	23	83%	14.33	4.53	4.58	4.42	4.68	4.47	4.53	4.53	4.37	4.37
Spring	2013	DU (JOHN) VU	CB	2652	OPPORTUNS BIOTECHNGY	A3	Lect	9	21	43%	6.67	4.22	4.11	4	4.11	4.11	4.33	4.33	4.33	4.22
Fall	2013	DU (JOHN) VU	CB	2652	OPPORTUNS BIOTECHNGY	A	Lect	11	14	79%	10.27	4.64	4.73	4.55	4.55	4.45	4.64	4.73	4.55	4.55
Fall	2015	ARMAGHAN NAIK	CB	2652	FUNDMNTL BIOTECHNLGY	A	Lect	20	28	71%	10.35	4.95	4.9	4.85	4.85	4.7	4.75	4.9	4.8	4.75
Fall	2015	DU (JOHN) VU	CB	2654	BIOTCHNG ENTRP DEVLP	A	Lect	30	41	73%	12.31	4.67	4.73	4.7	4.63	4.63	4.67	4.72	4.67	4.6
Fall	2014	DU (JOHN) VU	CB	2654	BIOTCHNG ENTRP DEVLP	A	Lect	11	14	79%	10	4.36	4.55	4.27	4.45	4.36	4.27	4.27	4.45	4.36
Fall	2012	DU (JOHN) VU	CB	2654	BIOTCHNG ENTRP DEVLP	A	Lect	5	8	63%	8	5	5	5	5	5	5	5	5	5
Fall	2016	DU (JOHN) VU	CB	2654	BIOTCHNG ENTRP DEVLP	A	Lect	15	31	48%	7.86	3.33	2.93	3.07	3.07	3.2	3.2	3.47	2.8	3
Fall	2013	DU (JOHN) VU	CB	2654	BIOTCHNG ENTRP DEVLP	A	Lect	7	16	44%	7.57	4.57	4.43	4.86	4.57	4.57	4.71	4.71	4.57	4.86
Spring	2015	ZIV BAR-JOSEPH	CB	2710	COMPUTATNL GENOMICS	A	Lect	9	15	60%	13.44	3.78	3.78	3.67	3.33	3.67	3.56	3.78	3.67	3.56
Spring	2013	ZIV BAR-JOSEPH	CB	2710	COMPUTATNL GENOMICS	A	Lect	5	11	45%	12.2	3.2	3.4	4	3	4.2	4.2	4	3.8	3.4
Spring	2014	ZIV BAR-JOSEPH	CB	2710	COMPUTATNL GENOMICS	A	Lect	2	5	40%	11	4	3.5	3.5	4	4	3.5	4.5	3.5	4
Spring	2011	ZIV BAR-JOSEPH	CB	2710	COMPUTATNL GENOMICS	A	Lect	8	15	53%	10.14	4.5	4.13	3.75	3.25	3.88	4.25	4.38	4	4.13
Spring	2016	SE YOUNG KIM	CB	2710	COMPUTATNL GENOMICS	A	Lect	22	30	73%	9.86	4.36	4	4	3.77	4.18	4.23	4.59	4.09	3.64
Spring	2012	SE YOUNG KIM	CB	2710	COMPUTATNL GENOMICS	A	Lect	6	10	60%	8.5	3.67	3.33	3	2.67	3.17	3.17	4.5	3.17	3.17
Spring	2010	Robert Murphy	CB	2710	COMPUTATNL GENOMICS	A	Lect	7	10	70%	9.29	3.86	4.14	4.14	3.71	4	4.14	4.33	4	4
Fall	2010	M DURAND	CB	2711	CMPT MOLC BLG GENMC	A	Lect	1	2	50%	11	4	5	5	5	5	5	5	5	5
Fall	2016	M DURAND	CB	2711	CMPT MOLC BLG GENMC	A	Lect	6	8	75%	10.67	5	5	5	5	5	4.83	5	4.83	4.5
Fall	2015	M DURAND	CB	2711	CMPT MOLC BLG GENMC	A	Lect	11	15	73%	10.55	5	4.82	4.82	4.73	4.73	4.73	4.73	4.64	4.55
Fall	2014	M DURAND	CB	2711	CMPT MOLC BLG GENMC	A	Lect	11	15	73%	10.1	5	4.82	4.82	4.91	4.91	4.91	4.82	4.73	4.55
Fall	2013	M DURAND	CB	2711	CMPT MOLC BLG GENMC	A	Lect	9	12	75%	9.78	5	4.67	4.67	4.67	4.67	5	4.89	5	4.44
Fall	2011	M DURAND	CB	2711	CMPT MOLC BLG GENMC	A	Lect	3	7	43%	9	5	5	5	5	4.67	5	5	5	5
Fall	2013	RUSSELL SCHWARTZ	CB	2712	CMPL MTHD BIO MDL SM	A	Lect	9	10	90%	16	4.22	4.38	4.33	4	4.44	4.44	4.78	4.67	4.44
Fall	2015	RUSSELL SCHWARTZ	CB	2712	CMPL MTHD BIO MDL SM	A	Lect	9	15	60%	15.89	4.78	4.89	5	4.67	5	4.89	4.89	4.78	4.78
Fall	2014	RUSSELL SCHWARTZ	CB	2712	CMPL MTHD BIO MDL SM	A	Lect	11	18	61%	14.45	4.27	4.55	4.55	4.09	4.3	4	4.73	4.18	4.27
Fall	2011	RUSSELL SCHWARTZ	CB	2712	CMPL MTHD BIO MDL SM	A	Lect	2	9	22%	12.5	4.5	5	5	3.5	4	4	5	4	4
Fall	2010	RUSSELL SCHWARTZ	CB	2712	CMPL MTHD BIO MDL SM	A	Lect	5	8	63%	12.2	3.8	4.2	4.4	4.2	4.4	4.2	5	3.8	4.2
Fall	2012	RUSSELL SCHWARTZ	CB	2712	CMPL MTHD BIO MDL SM	A	Lect	7	11	64%	12	4.86	4.71	4.71	4.86	4.57	5	4.86	4.71	4.86
Fall	2016	RUSSELL SCHWARTZ	CB	2712	CMPL MTHD BIO MDL SM	A	Lect	12	19	63%	11.67	4.17	4.25	4.17	4	4	3.83	4.42	4.17	4
Spring	2014	CARLETON KINGSFORD	CB	2713	ALGTHM & DATA STRUCT	A	Lect	61	76	80%	10.59	4.1	4.18	4.32	3.8	4.23	4.24	4.42	4.08	4.12
Spring	2013	CARLETON KINGSFORD	CB	2713	ALGTHM & DATA STRUCT	A	Lect	43	58	74%	9	4.12	4.4	4.35	4.19	4.35	4.3	4.44	4.19	4.3
Spring	2013	SE YOUNG KIM	CB	2715	ADV TPC COMPTNL GENM	A	Lect	3	3	100%	7	4.67	4.67	4.67	4.33	4.67	5	5	5	5
Fall	2011	SE YOUNG KIM	CB	2715	ADV TPC COMPTNL GENM	A	Lect	2	3	67%	5	5	5	5	4.5	4.5	5	5	5	5
Fall	2011	ZIV BAR-JOSEPH	CB	2716	CRS-SPECS SYS MODLG	A	Lect	4	5	80%	8	4.75	4.75	4.75	5	4.75	4.5	4.5	4.75	4.5
Spring	2016	ZIV BAR-JOSEPH	CB	2717	ALGORITHMS IN NATURE	A	Lect	2	5	40%	6.5	5	5	5	4	4.5	4.5	4.5	4.5	4
Fall	2013	ZIV BAR-JOSEPH	CB	2717	ALGORITHMS IN NATURE	A	Lect	7	12	58%	7	3.83	3.67	4	3.83	3.83	3.67	4	3.67	4
Spring	2016	"WU, W. (co-taught)"	CB	2718	COM MEDICINE	A	Lect	8	12	67%	11.13	4.71	4.71	4.63	4.43	4.43	4.14	4.86	4.43	4.43
Spring	2016	"LANGMEAD, C. (co-taught)"	CB	2718	COM MEDICINE	A	Lect	8	12	67%	11.13	4.38	4.88	5	4.13	4.38	4.13	4.5	4.5	4.38
Spring	2014	CHRISTOPHER LANGMEAD	CB	2721	ALG COMP STRUCT BIO	A	Lect	4	5	80%	7	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75
Fall	2012	CHRISTOPHER LANGMEAD	CB	2722	ADV ALGR CMP STR BIO	A	Lect	2	5	40%	5	4.5	4.5	4.5	4.5	5	4	5	4.5	4
Spring	2010	JOEL STILES	CB	2730	CELL SYSTMS MODELING	A	Lect	2	4	50%	8	4	2	2.5	2	2.5	4	5	3.5	2
Spring	2013	CHRISTOPHER LANGMEAD	CB	2730	CELL SYSTMS MODELING	A	Lect	6	8	75%	14.33	4	4.17	4.5	4	4	4.5	4.83	4	4.17
Spring	2011	CHRISTOPHER LANGMEAD	CB	2730	CELL SYSTMS MODELING	A	Lect	6	11	55%	10.5	4.67	4.33	4.5	4.67	4.83	4.5	4.67	4.5	4.2
Spring	2012	CHRISTOPHER LANGMEAD	CB	2730	CELL SYSTMS MODELING	A	Lect	13	17	76%	10.5	4.15	4.15	4.23	4.23	4	4.08	4.54	4.23	3.69
Fall	2014	CHRISTOPHER LANGMEAD	CB	2730	CELL SYSTMS MODELING	1	Lect	5	6	83%	17.4	4.2	3.6	4.2	4	4	4	4.6	4.2	4
Fall	2015	CHRISTOPHER LANGMEAD	CB	2730	CELL SYSTMS MODELING	1	Lect	6	9	67%	14.83	4.33	4.83	4.5	4.17	4.5	5	5	4.33	4.17
Fall	2015	CHRISTOPHER LANGMEAD	CB	2730	CELL SYSTMS MODELING	A	Lect	5	9	56%	11.8	4.4	4.6	4.6	4.2	4.6	5	4.8	4.4	4.2
Fall	2013	CHRISTOPHER LANGMEAD	CB	2730	CELL SYSTMS MODELING	1	Lect	3	3	100%	8	4.67	4.33	4.67	2.67	4	4.33	4.67	4	3.33
Fall	2013	CHRISTOPHER LANGMEAD	CB	2730	CELL SYSTMS MODELING	A	Lect	2	3	67%	8	5	3.5	4	4	3.5	3.5	5	4	3
Fall	2016	ANDREAS PFENNING	CB	2730	CELL SYSTMS MODELING	1	Lect	6	7	86%	13.17	3.83	4.17	4.33	3.33	4.33	4.33	4.67	4	3.83
Spring	2015	GE YANG	CB	2740	BIOIMAGE INFORMATICS	A	Lect	9	16	56%	12.78	4.5	4.22	4	3.89	4.33	4.11	4.56	4.11	3.67
Spring	2014	GE YANG	CB	2740	BIOIMAGE INFORMATICS	A	Lect	7	10	70%	11.57	4.86	4.86	4.86	4.86	4.71	4.86	5	4.71	4.71
Spring	2016	GE YANG	CB	2740	BIOIMAGE INFORMATICS	A	Lect	1	2	50%	11	5	4	4	3	5	4	5	4	4
Spring	2012	GE YANG	CB	2740	BIOIMAGE INFORMTCS	A	Lect	2	5	40%	8	4.5	4.5	4.5	4	4	4.5	5	4.5	4.5
Spring	2013	GE YANG	CB	2740	BIOIMAGE INFORMTCS	A	Lect	2	4	50%	5	4	5	4.5	4	4.5	4.5	5	4.5	4
Fall	2012	"SCHNEIDER, J. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	1	4	25%	11	5	5	5	5	5	5	5	5	5
Fall	2011	"SCHNEIDER, J. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	3	3	100%	9	5	4.33	4	5	5	4.67	5	4.67	5
Fall	2010	"SCHNEIDER, J. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	3	6	50%	9	4	3.33	4	4	4.33	4.67	4.67	4.67	4
Fall	2014	"NAIK, A. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	21	27	78%	11.68	4.35	4.2	4.15	4.2	4.15	4.05	4.2	4.25	4.25
Fall	2013	"NAIK, A. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	8	16	50%	10.25	4.13	3.63	3.63	3.63	4.25	3.88	4	3.75	3.75
Fall	2012	"Murphy, R. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	1	4	25%	11	5	5	5	5	5	5	5	5	5
Fall	2013	"Murphy, R. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	8	16	50%	9.13	3.63	3.63	3.63	3.5	3.88	3.88	3.75	3.63	3.88
Fall	2011	"Murphy, R. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	3	3	100%	9	5	4.33	4	5	5	4.67	5	4.67	5
Fall	2010	"Murphy, R. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	3	6	50%	9	4	2.67	3.67	2.67	4.33	4.33	4.67	3.67	3.67
Fall	2014	"LANGMEAD, C. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	21	27	78%	11.19	4.29	4.24	4.29	4.29	4.33	4.19	4.38	4.24	4.19
Fall	2015	CHRISTOPHER LANGMEAD	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	28	45	62%	13.82	4.5	4.43	4.54	4.57	4.61	4.64	4.61	4.39	4.43
Fall	2016	CHRISTOPHER LANGMEAD	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	44	79	56%	11.29	4.02	4.23	4.16	3.77	4.11	4.14	4.05	3.93	3.77
Fall	2012	"Carbonell, J. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	1	4	25%	11	5	5	5	5	5	5	5	5	5
Fall	2011	"Carbonell, J. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	3	3	100%	9	5	4.33	4	5	5	4.67	5	4.67	5
Fall	2010	"Carbonell, J. (co-taught)"	CB	2750	AUTOMTN BIOLGL RESRC	A	Lect	3	6	50%	8	3.33	2.33	3.33	2.33	3.67	3.67	4.67	3.33	3.67
Spring	2014	"THICKMAN, K. (co-taught)"	CB	2760	LAB METHODS COMP BIO	A	Lect	1	2	50%	11	5	4	4	4	4	4	5	4	3
Spring	2011	"THICKMAN, K. (co-taught)"	CB	2760	LAB MTHDS COMP BIO	1	Lect	3	5	60%	9.5	4.5	4	4.5	4.5	4.5	4.5	4.5	4.5	3.5
Spring	2015	"THICKMAN, K. (co-taught)"	CB	2760	LAB METHODS COMP BIO	A	Lect	2	6	33%	9.5	5	3.5	4	4.5	4.5	4	5	4.5	3.5
Spring	2013	"THICKMAN, K. (co-taught)"	CB	2760	LAB MTHDS COMP BIO	A	Lect	5	5	100%	8.6	4.6	4.4	4.4	4	4.5	4.4	4.6	4.2	4
Spring	2012	"THICKMAN, K. (co-taught)"	CB	2760	LAB MTHDS COMP BIO	1	Lect	3	4	75%	8	3.67	2.67	3.33	3.33	3.67	3.33	3.33	3.67	2.67
Spring	2016	"NAIK, A. (co-taught)"	CB	2760	LAB METHODS COMP BIO	A	Lect	6	8	75%	9	4.33	3.5	4.17	4.17	4.33	4.33	4.33	4	3.5
Spring	2016	"Ayoob, J. (co-taught)"	CB	2760	LAB METHODS COMP BIO	A	Lect	6	8	75%	9.8	4.67	3.67	4	4.17	4	4.17	4.83	4	3.5
Spring	2011	"Ayoob, J. (co-taught)"	CB	2760	LAB MTHDS COMP BIO	1	Lect	3	5	60%	9.5	4.5	4	4.5	4.5	4.5	4.5	4.5	4.5	4
Spring	2015	"Ayoob, J. (co-taught)"	CB	2760	LAB METHODS COMP BIO	A	Lect	2	6	33%	9.5	5	3.5	4	4.5	4.5	4.5	4.5	4.5	3.5
Spring	2013	"Ayoob, J. (co-taught)"	CB	2760	LAB MTHDS COMP BIO	A	Lect	5	5	100%	8.6	4.2	4.6	4.2	4.2	4.2	4.2	4.8	4.2	4.2
Spring	2012	"Ayoob, J. (co-taught)"	CB	2760	LAB MTHDS COMP BIO	1	Lect	3	4	75%	8	4.5	5	3.5	4.5	4.5	4.5	5	5	4
Spring	2011	PETER BERGET	BSC	3101	BSC FIRST YEAR SEMNR	B3	Lect	3	3	100%	7	5	5	5	4.33	5	4.67	4.67	4.67	4.67
Spring	2010	PETER BERGET	BSC	3101	BSC FIRST YEAR SEMNR	B3	Lect	4	5	80%	6.5	4.25	3.5	3.75	3.25	4.25	4.25	4	3.75	4.25
Fall	2013	KEN HOVIS	BSC	3101	BSCFIRSTYEARSEMNR	W2	Lect	12	15	80%	7.33	4.67	4.83	4.75	4.25	4.75	4.75	4.92	4.83	4.83
Spring	2014	"HOVIS, K. (co-taught)"	BSC	3101	BSC FIRST YEAR SEMNR	W4	Lect	9	13	69%	7.33	4.67	4.33	4.33	4.67	4.56	4.33	4.78	4.56	4.56
Spring	2014	"HOVIS, K. (co-taught)"	BSC	3101	BSC FIRST YEAR SEMNR	W3	Lect	8	12	67%	5.86	4.25	4.25	4.38	4.25	4	4.13	4.63	4.25	4.38
Spring	2013	"HOVIS, K. (co-taught)"	BSC	3101	BSC FIRST YEAR SEMNR	W3	Lect	2	11	18%	5	5	5	5	4	5	5	5	5	5
Spring	2014	"GRAY, D. (co-taught)"	BSC	3101	BSC FIRST YEAR SEMNR	W4	Lect	9	13	69%	7.33	4.44	4.33	4.56	4.56	4.44	4.22	4.22	4.44	4.44
Spring	2014	"GRAY, D. (co-taught)"	BSC	3101	BSC FIRST YEAR SEMNR	W3	Lect	8	12	67%	6.5	4.63	4.88	4.88	4.13	4.75	4.38	4.63	4.75	4.5
Spring	2013	"FINKEL, J. (co-taught)"	BSC	3101	BSC FIRST YEAR SEMNR	W3	Lect	2	11	18%	3.5	5	4.5	5	5	4.5	4.5	5	5	5
