02718	Computational Medicine	12	Computational Biology	"Modern medical research increasingly relies on the analysis of large patient datasets to enhance our understanding of human diseases. This course will focus on the computational problems that arise from studies of human diseases and the translation of research to the bedside to improve human health. The topics to be covered include computational strategies for advancing personalized medicine, pharmacogenomics for predicting individual drug responses, metagenomics for learning the role of the microbiome in human health, mining electronic medical records to identify disease phenotypes, and case studies in complex human diseases such as cancer and asthma. We will discuss how machine learning methodologies such as regression, classification,  clustering, semi-supervised learning, probabilistic modeling, and time-series modeling are being used to analyze a variety of datasets collected by clinicians. Class sessions will consist of lectures, discussions of papers from the literature, and guest presentations by clinicians and other domain experts. Grading will be based on homework assignments and a project.  02-250 is a suggested pre-requisite."	Christopher Langmead	2<>4	1500	1620	GHC 4101							
02719	Genomics and Epigenetics of the Brain	12	Computational Biology	"This course will provide an introduction to genomics, epigenetics, and their application to problems in neuroscience. The rapid advances in genomic technology are in the process of revolutionizing how we conduct molecular biology research. These new techniques have given us an appreciation for the role that epigenetics modifications of the genome play in gene regulation, development, and inheritance. In this course, we will cover the biological basis of genomics and epigenetics, the basic computational tools to analyze genomic data, and the application of those tools to neuroscience. Through programming assignments and reading primary literature, the material will also serve to demonstrate important concepts in neuroscience, including the diversity of neural cell types, neural plasticity, the role that epigenetics plays in behavior, and how the brain is influenced by neurological and psychiatric disorders. Although the course focuses on neuroscience, the material is accessible and applicable to a wide range of topics in biology.  02-250 is a suggested pre-requisite."	Andreas Pfenning	1<>3<>5	930	1020	GHC 4102							
02740	Bioimage Informatics	12	Computational Biology	"The goals of this course are to provide students with the following: the ability to use mathematical techniques such as linear algebra. Fourier theory and sampling in more advanced signal processing settings; fundamentals of multiresolution and wavelet techniques; and in-depth coverage of some bioimaging applications such as compression and denoising. Upon successful completion of this course, the student will be able to: explain the importance and use of signal representations in building more sophisticated signal processing tools, such as wavelets; think in basic time-frequency terms; describe how Fourier theory fits in a bigger picture of signal representations; use basic multirate building blocks, such as a two-channel filter bank; characterize the discrete wavelet transform and its variations; construct a time-frequency decomposition to fit a given signal; explain how these tools are used in various applications; and apply these concepts to solve a practical bioimaging problem through an independent project. Pre-requisite: 18-791, or permission of instructor. (Also known as 18-799) 02-250 is a suggested pre-requisite."	Ge Yang	1<>3	1200	120	GHC 4101							
02760	Laboratory Methods for Computational Biologists	6	Computational Biology	"Computational biologists frequently focus on analyzing and modeling large amounts of biological data, often from high-throughput assays or diverse sources. It is therefore critical that students training in computational biology be familiar with the paradigms and methods of experimentation and measurement that lead to the production of these data. This one-semester laboratory course gives students a deeper appreciation of the principles and challenges of biological experimentation. Students learn a range of topics, including experimental design, structural biology, next generation sequencing, genomics, proteomics, bioimaging, and high-content screening. Class sessions are primarily devoted to designing and performing experiments in the lab using the above techniques. Students are required to keep a detailed laboratory notebook of their experiments and summarize their resulting data in written abstracts and oral presentations given in class-hosted lab meetings. With an emphasis on the basics of experimentation and broad views of multiple cutting-edge and high-throughput techniques, this course is appropriate for students who have never taken a traditional undergraduate biology lab course, as well as those who have and are looking for introductory training in more advanced approaches. Grading: Letter grade based on class participation, laboratory notebooks, experimental design assignments, and written and oral presentations. 02-250 is a suggested pre-requisite."	Joshua Kangas	2<>4	1500	1720	EDS 125							
02801	Computational Biology Internship	3	Computational Biology	This course is for students participating in an internship or co-op.	Instructor TBA	NA	NA	NA	NA							
02900	Ph.D. Thesis Research	None	Computational Biology	Missing Course Description - please contact the teaching department.	Instructor TBA	NA	NA	NA	NA							
03051	Study Abroad	0	Biological Sciences	Missing Course Description - please contact the teaching department.	Becki Campanaro	NA	NA	NA	NA							
03101	Biological Sciences First Year Seminars	3	Biological Sciences	"Various seminars are offered that introduce first-year students to current topics of modern biology. These are mini courses that meet for half a semester. Topics have included: Proteins in Disease, Genes and Diseases, Pills and Poisons, Curing Cancer, Organ Transplantation  Blood Substitutes, and Prions - Mad Cows and Englishman. Courses restricted to first year students in the Mellon College of Science."	Daniel Brasier	4	1330	1450	MI 355							
03101	Biological Sciences First Year Seminars	3	Biological Sciences	"Various seminars are offered that introduce first-year students to current topics of modern biology. These are mini courses that meet for half a semester. Topics have included: Proteins in Disease, Genes and Diseases, Pills and Poisons, Curing Cancer, Organ Transplantation  Blood Substitutes, and Prions - Mad Cows and Englishman. Courses restricted to first year students in the Mellon College of Science."	Daniel Brasier	4	1330	1450	MI 355							
03101	Biological Sciences First Year Seminars	3	Biological Sciences	"Various seminars are offered that introduce first-year students to current topics of modern biology. These are mini courses that meet for half a semester. Topics have included: Proteins in Disease, Genes and Diseases, Pills and Poisons, Curing Cancer, Organ Transplantation  Blood Substitutes, and Prions - Mad Cows and Englishman. Courses restricted to first year students in the Mellon College of Science."	Chien Ho	2	1330	1450	MI 409							
03116	Phage Genomics Research	6	Biological Sciences	"Spring Semester: The DNA sequences will be analyzed with bioinformatic tools and compared with those of phages isolated at other locations to identify genes, their organization, the differences that may characterize different phage groups, and how these have arisen during evolution."	Antonio-Javier Lopez<>Natalie McGuier	2<>4	1330	1620	BH 140E							
03121	Modern Biology	9	Biological Sciences	"This is an introductory course that provides the basis for further studies in biochemistry, cell biology, genetics and molecular biology.  This course emphasizes the chemical principles underlying biological processes and cell structures as well as the analysis of genetics and heredity from a molecular perspective. This is the introductory biology course for all science and non-science majors."	Jonathan Jarvik<>Frederick Lanni	1<>3<>5	1330	1420	DH 2210							
03124	Modern Biology Laboratory	9	Biological Sciences	"This laboratory is designed to introduce students to modern concepts in the biological sciences. The experiments illustrate many of the principles covered in 03-121 and 03-230. Experimentation using living organisms and/or their tissues, cells or molecules is an essential component of this course."	Natalie McGuier	3	1530	1620	SH 220							
03161	Molecules to Mind	9	Biological Sciences	"This course provides a depth-first approach to understanding neuroscience.  We will begin with a clinical focus on neuroanatomy, introducing students to some basic neurological diagnostic techniques. We will then explore the biological basis of neuronal function and link the function of individual neurons to a broader context of neural systems.  This will be done in the context of primary literature.  Students who complete this course will therefore have an understanding of research methods and be prepared to evaluate scientific literature.  The course will have a strong focus on the biological and cellular basis of neuronal excitability and also give students significant, in depth exposure to the function of synapses and their plasticity.  Finally, the course will give students an in depth look at sensory and/or motor systems by focusing on one system in particular, rather than providing a broad overview of many different sensory and motor systems."	Daniel Brasier	1<>3<>5	1530	1620	SH 125							
03202	Undergraduate Colloquium for Sophomores	None	Biological Sciences	Missing Course Description - please contact the teaching department.	Annette Vincent	4	1330	1420	CMB 1199							
03206	Biomedical Engineering Laboratory	9	Biological Sciences	"This laboratory course is designed to provide students with the ability to make measurements on and interpret data from living systems. The experimental modules reinforce concepts from 42-101 Introduction to Biomedical Engineering and expose students to four areas of biomedical engineering: biomedical signal and image processing, biomaterials, biomechanics, and cellular and molecular biotechnology. Several cross-cutting modules are included as well. The course includes weekly lectures to complement the experimental component. Prerequisites: 42-101 Introduction to Biomedical Engineering and 03-121 Modern Biology.  Priority for enrollment will be given to students who have declared the Additional Major in Biomedical Engineering. Notes:  This course number is reserved for students registered with the HPP program that, are CIT majors. If you require a biology lab for pre-health admissions requirements, please contact Dr. Conrad Zapanta and Dr. Maggie Braun (in the same email) for permission to register for 03-206 instead of 42-203.  Priority for enrollment will be given to students who have declared the Additional Major in Biomedical Engineering."	Conrad Zapanta	1<>3	1330	1450	EDS 125							
03206	Biomedical Engineering Laboratory	9	Biological Sciences	"This laboratory course is designed to provide students with the ability to make measurements on and interpret data from living systems. The experimental modules reinforce concepts from 42-101 Introduction to Biomedical Engineering and expose students to four areas of biomedical engineering: biomedical signal and image processing, biomaterials, biomechanics, and cellular and molecular biotechnology. Several cross-cutting modules are included as well. The course includes weekly lectures to complement the experimental component. Prerequisites: 42-101 Introduction to Biomedical Engineering and 03-121 Modern Biology.  Priority for enrollment will be given to students who have declared the Additional Major in Biomedical Engineering. Notes:  This course number is reserved for students registered with the HPP program that, are CIT majors. If you require a biology lab for pre-health admissions requirements, please contact Dr. Conrad Zapanta and Dr. Maggie Braun (in the same email) for permission to register for 03-206 instead of 42-203.  Priority for enrollment will be given to students who have declared the Additional Major in Biomedical Engineering."	Conrad Zapanta	2<>4	1030	1150	EDS 125							
03210	Independent Study	None	Biological Sciences	"Students will read papers from the original literature under the direction of a faculty member. Students will be required to demonstrate mastery of the readings by discussions with the sponsoring faculty member, oral presentations, or writing of one or more papers summarizing and extending the information in the readings. If appropriate, students may write a program(s) to satisfy this last requirement. A student may take this course only once.  This is a mini format course.  Special permission required."	Becki Campanaro	NA	NA	NA	NA							
03210	Independent Study	None	Biological Sciences	"Students will read papers from the original literature under the direction of a faculty member. Students will be required to demonstrate mastery of the readings by discussions with the sponsoring faculty member, oral presentations, or writing of one or more papers summarizing and extending the information in the readings. If appropriate, students may write a program(s) to satisfy this last requirement. A student may take this course only once.  This is a mini format course.  Special permission required."	Becki Campanaro	NA	NA	NA	NA							
03231	Biochemistry I	9	Biological Sciences	"This course provides an introduction to molecules and processes found in living systems. Amino acids, sugars, lipids and nucleotides and their corresponding higher structures, the proteins, polysaccharides, membranes and nucleic acids are studied. Kinetics and mechanisms of enzymes as well as elementary metabolic cycles and the energetics of biological systems are discussed."	David Hackney<>Christina Lee	1<>3<>5	930	1020	DH 1212							
03232	Biochemistry I	9	Biological Sciences	"This course provides an introduction to the application of biochemistry to biotechnology. The functional properties of amino acids, nucleotides, lipids, and sugars are presented. This is followed by a discussion of the structural and thermodynamic aspects of the organization of these molecules into higher-order structures, such as proteins, nucleic acids, and membranes. The kinetics and thermodynamics of protein-ligand interactions are discussed for non-cooperative, cooperative, and allosteric binding events. The use of mechanistic and kinetic information in enzyme characterization and drug discovery are discussed. Topics pertinent to biotechnology include: antibody production and use, energy production in biochemical systems, expression of recombinant proteins, and methods of protein purification and characterization. The course is an alternate to 03-231."	Gordon Rule	1<>3<>5	930	1020	WEH 7500							
03240	Cell Biology	9	Biological Sciences	"This course provides descriptive information and mechanistic detail concerning key cellular processes in six areas: membrane function, protein targeting, signaling, cytoskeleton, cell division, and cell interaction. An attempt is made to introduce the methodology that was used to obtain this information and to discuss how our understanding of these processes relates to the treatment of human disease."	Mohamed Bouaouina	0<>2<>4	1600	1650	CMB 1199							
03250	Introduction to Computational Biology	12	Biological Sciences	"This class provides a general introduction to computational tools for biology. The course is divided into two modules, which may be taken individually as courses 03-251/02-251 and 03-252/02-252. Module 1 covers computational molecular biology/genomics. It examines important sources of biological data, how they are archived and made available to researchers, and what computational tools are available to use them effectively in research. In the process, it covers basic concepts in statistics, mathematics, and computer science needed to effectively use these resources and understand their results. Specific topics covered include sequence data, searching and alignment, structural data, genome sequencing, genome analysis, genetic variation, gene and protein expression, and biological networks and pathways. Module 2 covers computational cell biology, including biological modeling and image analysis. It includes homeworks requiring use or modification of Matlab scripts. The modeling component includes computer models of population dynamics, biochemical kinetics, cell pathways, neuron behavior, and stochastic simulations. The imaging component includes basics of machine vision, morphological image analysis, image classification and image-derived models. Lectures and examinations are joint with 02-250 but recitations are separate.  Recitations for this course are intended primarily for biological sciences or biomedical engineering majors at the undergraduate or graduate level who have had little or no prior experience with computer science or programming. Students may not take both 03-250/02-250 and either 03-251/02-251 or 03-252/02-252 for credit. Prerequisite: 03-121 or permission of the instructors."	Russell Schwartz<>Robert Murphy	1<>3<>5	1030	1120	GHC 4215							
03251	Introduction to Computational Molecular Biology	6	Biological Sciences	"This class provides a general introduction to computational tools for biology with specific emphasis on molecular biology and genomics. Along with 03-252, it makes up one half of the full Introduction to Computational Biology, 03-250, although either half can be taken individually. 03-251 will examine important sources of biological data, how they are archived and made available to researchers, and what computational tools are available to use them effectively in research. In the process, it will cover basic concepts in statistics, mathematics, and computer science needed to effectively use these resources and understand their results. Specific topics to be covered include sequence data, searching and alignment, structural data, genome sequencing, genome analysis, genetic variation, gene and protein expression, and biological networks and pathways.  Lectures and examinations are joint with 02-251 but recitations are separate.  Recitations for this course are intended primarily for biological sciences or biomedical engineering majors at the undergraduate or graduate level who have had little or no prior experience with computer science or programming. Students may not take both 03-251/02-251 and 03-250/02-250 for credit. Prerequisite: 03-121 or permission of the instructor."	Schwartz	1<>3<>5	1030	1120	GHC 4215							
03252	Introduction to Computational Cell Biology	6	Biological Sciences	"This course presents an overview of important modeling and image analysis applications of computers to solve problems in cell biology.  Along with 03-251, it makes up one half of the full Introduction to Computational Biology, 03-250, although either half can be taken individually.  Major topics covered are computer models of population dynamics, biochemical kinetics, cell pathways, neuron behavior, and stochastic simulations. The imaging component includes basics of machine vision, morphological image analysis, image classification and image-derived models. It includes homeworks requiring use or modification of Matlab scripts. Lectures and examinations are joint with 02-252 but recitations are separate.  Recitations for this course are intended primarily for biological sciences or biomedical engineering majors at the undergraduate or graduate level who have had little or no prior experience with computer science or programming. Students may not take both 03-252/02-252 and 03-250/02-250 for credit.  Prerequisite: 03-121 or permission of the instructor."	Murphy	1<>3<>5	1030	1120	GHC 4215							
03344	Experimental Biochemistry	12	Biological Sciences	"This course is designed to be taken as a sequel to 03-343. Experiments cover a variety of methods for investigating the structure and function of biological molecules. Experimental methods with proteins, enzyme kinetics, lipids, spectroscopy, and isolation and quantization of biological molecules are covered. During several experiments, students design their own projects. Experimentation using living organisms and/or their tissues, cells or molecules is an essential component of this course."	Carrie Doonan	3	1330	1420	MI 348							
03344	Experimental Biochemistry	12	Biological Sciences	"This course is designed to be taken as a sequel to 03-343. Experiments cover a variety of methods for investigating the structure and function of biological molecules. Experimental methods with proteins, enzyme kinetics, lipids, spectroscopy, and isolation and quantization of biological molecules are covered. During several experiments, students design their own projects. Experimentation using living organisms and/or their tissues, cells or molecules is an essential component of this course."	Annette Vincent	0	1330	1420	CMB 1199							
03346	Experimental Neuroscience	12	Biological Sciences	"This laboratory is designed to teach concepts and experimental methods in neurobiology.  Students work with a variety of organisms to study the anatomy, function, and development of the nervous system.  Immunological, molecular, biochemical, and ballistic labeling techniques are used to examine the gene expression and structure in the mature and developing nervous system.  Students study the function of neurons through neurophysiological techniques in invertebrates and computer simulation.  This course makes extensive use of video microscopy and phase contrast, DIC, and fluorescence microscopes."	Emily Drill	3	1430	1520	MI 448							
03350	Developmental Biology	9	Biological Sciences	"How does a complex, multicellular organism arise from a single cell? How do cells with identical genomes acquire distinctive properties? What are the medical consequences of abnormal embryonic development? How does regeneration occur? How has evolution modified developmental programs to produce different body plans? These are some of the central questions in the field of developmental biology. This course serves as an introduction to current concepts and experimental approaches in this rapidly advancing field. Topics in the course include genomics, differential gene expression, cell signaling, cell movements, tissue morphogenesis, stem cells, human development, and regeneration. The course examines the genes and signaling pathways that control development and the role that mis-regulation of these pathways plays in human disease."	Charles Ettensohn	1<>3<>5	1030	1120	PH 226A							
03355	Stem Cell Engineering	9	Biological Sciences	"This course is offered only at CMUs campus in Qatar.  This course covers the progress of stem cell research and its application to tissue engineering and regenerative therapy. The students will learn about the different types of stem cells, the biochemical stimuli that are responsible for regulating stem cell differentiation and techniques involved in the culture of stem cells. This subject will also highlight the development of various biomaterials that are used as biological substitutes in regenerative therapy. Current and emergent stem cell technologies in selected applications of tissue engineering in bone, skin and vascular tissues will be emphasized. The course will be delivered through problem-based learning where students are expected to participate in discussions, perform literature search, present their findings through presentations and written reports on selected topics. The class is designed for undergraduates with a strong interest in stem cell biology and tissue engineering, and the desire to actively contribute to discussions in the class."	Annette Vincent	0<>2<>4	1030	1120	CMB 1030							
03360	Genomics and Epigenetics of the Brain	9	Biological Sciences	"The goal of modern neuroscience is to understand the function of the central nervous system using a wide variety of techniques and levels of analysis. This integrative field is actively engaged in addressing questions ranging from the genetics and cell biology of neurons to the perception and behavior of organisms. Topics covered in this course will include the evolution, development and anatomy of the nervous system, the electrophysiology and cell biology of neurons, the function and plasticity of sensory and motor systems and the neurobiology of brain disorders. This course will emphasize unanswered questions in neuroscience and focus on current experimental attempts to answer them."	Andreas Pfenning	1<>3<>5	930	1020	GHC 4102							
03363	Systems Neuroscience	9	Biological Sciences	"Modern neuroscience is an interdisciplinary field that seeks to understand the function of the brain and nervous system.  This course provides a comprehensive survey of systems neuroscience, a rapidly growing scientific field that seeks to link the structure and function of brain circuitry to perception and behavior.  This course will explore brain systems through a combination of classical, Nobel prize-winning data and cutting edge primary literature.  Topics will include sensory systems, motor function, animal behavior and human behavior in health and disease.  Lectures will provide fundamental information as well as a detailed understanding of experimental designs that enabled discoveries.  Finally, students will learn to interpret and critique the diverse and multimodal data that drives systems neuroscience."	Daniel Brasier	2<>4	900	1020	HH B103							
