15122	Principles of Imperative Computation	10	Computer Science	"For students with a basic understanding of programming (variables, expressions, loops, arrays, functions). Teaches imperative programming and methods for ensuring the correctness of programs.  Students will learn the process and concepts needed to go from high-level descriptions of algorithms to correct imperative implementations, with specific application to basic data structures and algorithms.  Much of the course will be conducted in a subset of C amenable to verification, with a transition to full C near the end. This course prepares students for 15-213 and 15-210.  NOTE: students must achieve a C or better in order to use  this course to satisfy the pre-requisite for any subsequent Computer  Science course."	Victor Adamchik	1<>2<>3<>4<>5	1030	1150	GHC 4307
17997	Graduate Reading and Research	None	Software Engineering	Graduate Reading and Research for Software Engineering PhD Students.  Only Software Engineering PhD students should register for this course	Jonathan Aldrich	NA	NA	NA	NA
18331	Junior Projects	None	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering at Carnegie Mellon   considers experiential learning opportunities important educational   options for its undergraduate students.  One such option is conducting   undergraduate research with a faculty member.  Students do not need to   officially register for undergraduate research unless they want it   listed on their official transcripts.  An ECE student who is involved in   a research project and is interested in registering this undergraduate   research for course credit on the official transcript may request to be   enrolled in this course.  To do this, the student should first complete   the on-line undergraduate research form available on the ECE   undergraduate student page.  Once the form has been submitted and   approved by the faculty member the student is conducting the research   with, the ECE Undergraduate Office will add the course to the students   schedule.  Typical credit is granted as one hour of research per week is   equal to one unit of credit."	Diana Marculescu	NA	NA	NA	NA
18432	Senior Projects	None	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering at Carnegie Mellon   considers experiential learning opportunities important educational   options for its undergraduate students.  One such option is conducting   undergraduate research with a faculty member.  Students do not need to   officially register for undergraduate research unless they want it   listed on their official transcripts.  An ECE student who is involved in   a research project and is interested in registering this undergraduate   research for course credit on the official transcript may request to be   enrolled in this course.  To do this, the student should first complete   the on-line undergraduate research form available on the ECE   undergraduate student page.  Once the form has been submitted and   approved by the faculty member the student is conducting the research   with, the ECE Undergraduate Office will add the course to the students   schedule.  Typical credit is granted as one hour of research per week is   equal to one unit of credit."	Diana Marculescu	NA	NA	NA	NA
18499	Internship	None	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering at Carnegie Mellon considers experiential learning opportunities important educational options for its undergraduate students.  One such option is an internship, normally completed during the summer.  Students do not need to officially register for an internship unless they want it listed on their official transcripts.  ECE students interested in registering their internship for course credit on their transcript may request to be enrolled in this course.  The ECE Undergraduate Office will add the course to the students schedule, and the student will be assessed tuition for 3 units.  This process should be used by international students interested in Curricular Practical Training (CPT) or by any other engineering undergraduate wishing to have their internship experience reflected on their official University transcript.     International students should also be authorized by the Office of International Education (OIE). More information regarding CPT is available on OIEs website."	Diana Marculescu	NA	NA	NA	NA
18980	M.S. Graduate Project	None	Electrical & Computer Engineering	None	Diana Marculescu	NA	NA	NA	NA
18990	Reading and Research	None	Electrical & Computer Engineering	None	Diana Marculescu	NA	NA	NA	NA
19797	Reading and Research: Project Research	None	Engineering & Public Policy	None	Deanna Matthews<>H Scott Matthews	NA	NA	NA	NA
19798	Reading and Research: Thesis Research	None	Engineering & Public Policy	Thesis research	Deanna Matthews<>H Scott Matthews	NA	NA	NA	NA
21120	Differential and Integral Calculus	10	Mathematical Sciences	None	Andrew Zucker	1<>2<>3<>4<>5	1030	1150	GHC 4211
21122	Integration and Approximation	10	Mathematical Sciences	"Integration by trigonometric substitution and partial fractions; arclength; improper integrals; Simpsons and Trapezoidal Rules for numerical integration; separable differential equations, Newtons method, Eulers method, Taylors Theorem including a discussion of the remainder, sequences, series, power series. Parametric curves, polar coordinates, vectors, dot product. 3 hrs lec., 2 hrs. rec."	Timothy Flaherty	1<>2<>3<>4<>5	1030	1150	WEH 5302
21127	Concepts of Mathematics	10	Mathematical Sciences	"This course introduces the basic concepts, ideas and tools involved in doing mathematics. As such, its main focus is on presenting informal logic, and the methods of mathematical proof. These subjects are closely related to the application of mathematics in many areas, particularly computer science. Topics discussed include a basic introduction to elementary number theory, induction, the algebra of sets, relations, equivalence relations, congruences, partitions, and functions, including injections, surjections, and bijections.  A basic introduction to the real numbers, rational and irrational numbers.  Supremum and infimum of a set.  3 hrs. lec., 2 hrs. rec."	Jing Zhang	1<>2<>3<>4<>5	900	1020	PH A18C
21259	Calculus in Three Dimensions	9	Mathematical Sciences	"Vectors, lines, planes, quadratic surfaces, polar, cylindrical and spherical coordinates, partial derivatives, directional derivatives, gradient, divergence, curl, chain rule, maximum-minimum problems, multiple integrals, parametric surfaces and curves, line integrals, surface integrals, Green-Gauss theorems. 3 hrs. lec., 1 hr. rec."	Devi Borg	1<>2<>3<>4<>5	900	1020	SH 214
21599	Undergraduate Reading and Research	None	Mathematical Sciences	Individual reading courses or projects in mathematics and its applications. Prerequisites and units to be negotiated with individual instructors.	Instructor TBA	NA	NA	NA	NA
24390	Mechanical Engineering Co-op	None	Mechanical Engineering	"The Department of Mechanical Engineering at Carnegie Mellon considers practical learning opportunities important educational options for its undergraduate students.  One such option is cooperative education, which provides a student with an extended work experience with a company or government institution.    To participate, students must possess at least junior status and have an overall grade point average of 3.0 or above.  Students must complete a Co-Op Approval Form and submit it for approval.  If the application is approved, the course will be added to the students schedule and the student will be assessed tuition for 0 units for each semester that the student participates. All co-ops must be approximately 5-8 months in uninterrupted length. Upon completion of the co-op experience, students must submit a 1-2 page report of their work experience, and a 1-2 page evaluation from the company supervisor to the ME Undergraduate Education Committee.  If the reports are approved, a P grade will be assigned.  International students should contact their academic advisor for additional information.   Prerequisite:  Special permission required"	Instructor TBA	NA	NA	NA	NA
24391	Mechanical Engineering Project	None	Mechanical Engineering	"Practice in the organization, planning, and execution of appropriate engineering projects. These investigations may be assigned on an individual or a team basis and in most cases will involve experimental work.  9 hrs. lab."	Chris Hertz	NA	NA	NA	NA
24392	Mechancial Engineering Project	None	Mechanical Engineering	"Practice in the organization, planning, and execution of appropriate engineering projects. These investigations may be assigned on an individual or a team basis and in most cases will involve experimental work.  9 hrs. lab."	Chris Hertz	NA	NA	NA	NA
24491	Department Research Honors	None	Mechanical Engineering	"This course is designed to give students increased exposure to open-ended problems and research type projects. It involves doing a project on a research or design topic and writing a thesis describing that project. The project would be conducted under the supervision of a mechanical engineering faculty member (the advisor), and must be approved by the advisor before inception. This course can be taken at any time after the Junior year and before graduation which includes the summer after the Junior year. Completion of 18 units of this course with a grade of B or better is a partial fulfillment of the requirements for Departmental Research Honors."	Instructor TBA	NA	NA	NA	NA
24492	Department Research Honors	None	Mechanical Engineering	"This course is designed to give students increased exposure to open-ended problems and research type projects. It involves doing a project on a research or design topic and writing a thesis describing that project. The project would be conducted under the supervision of a mechanical engineering faculty member (the advisor), and must be approved by the advisor before inception. This course can be taken at any time after the Junior year and before graduation which includes the summer after the Junior year. Completion of 18 units of this course with a grade of B or better is a partial fulfillment of the requirements for Departmental Research Honors."	Instructor TBA	NA	NA	NA	NA
33115	Physics for Future Presidents	9	Physics	"Countless topics of social and political importance are intimately related to science in general and physics in particular. Examples include energy production, global warming, radioactivity, terrorism, and space travel. This course aims to provide key bits of knowledge based on which such issues can be discussed in a meaningful way, i.e., on the level of arguments and not just vague beliefs. We will cover an unusually wide range of topics, including energy, heat, gravity, atoms, radioactivity, chain reactions, electricity, magnetism, waves, light, weather, and climate. No calculus or algebra will be required. The course is open for all students at CMU."	Kunal Ghosh	1<>2<>3<>4<>5	1500	1620	WEH 4709
33124	Introduction to Astronomy	9	Physics	None	Hael Collins	1<>2<>3<>4<>5	1330	1450	WEH 5302
33141	Physics I for Engineering Students	12	Physics	"This is a first semester, calculus-based introductory physics course. Basic principles of mechanics and thermodynamics are developed. Topics include vectors, displacement, velocity, acceleration, force, equilibrium, mass, Newtons laws, gravitation, work, energy, momentum, impulse, torque and angular momentum, temperature, heat, equations of state, thermodynamic processes, heat engines, refrigerators, first and second laws of thermodynamics, and the kinetic theory of gases."	Kunal Ghosh	1<>2<>3<>4<>5	1230	250	WEH 4709
33142	Physics II for Engineering and Physics Students	12	Physics	"This is the second half of a two-semester calculus-based introductory physics sequence for engineering and physics students. Two fifths of the course covers electricity, including electrostatics and electric fields, Gauss law, electric potential, and simple circuits. Two fifths cover magnetism, including magnetic forces, magnetic fields, induction and electromagnetic radiation. One fifth of the course covers mechanical waves (including standing and traveling waves, superposition, and beats) and electromagnetic waves (including mode of propagation, speed, and other properties)."	George Klein	1<>2<>3<>4<>5	930	1150	DH A301D
33451	Senior Research	None	Physics	"Open to all senior physics majors. May include research done in a research lab, extending the capabilities of a teaching lab, or a theoretical or computational physics project. The student experiences the less structured atmosphere of a research program where there is much room for independent initiative. Modern Physics Laboratory, 33-340, should precede this course, though it is not required. A list of research projects is available. The student must contact a faculty member and/or the Assistant Head for the Undergraduate Affairs before registering so that student project pairings can be set. Reports on results are required at end of semester."	Kunal Ghosh	NA	NA	NA	NA
33499	Supervised Reading	None	Physics	The student explores a certain area of advanced physics under the supervision of a faculty member. The student must contact a faculty member and the Assistant Head for Undergraduate Affairs before registering.	Kunal Ghosh	NA	NA	NA	NA
33997	Graduate Laboratory	None	Physics	None	Manfred Paulini	NA	NA	NA	NA
36201	Statistical Reasoning and Practice	9	Statistics	"This course will introduce students to the basic concepts, logic, and  issues involved in statistical reasoning, as well as basic statistical  methods used to analyze data and evaluate studies.  The major topics  to be covered include methods for exploratory data analysis, an  introduction to research methods, elementary probability, and methods  for statistical inference.  The objectives of this course are to help  students develop a critical approach to the evaluation of study  designs, data and results, and to develop skills in the application of  basic statistical methods in empirical research.  An important feature  of the course will be the use of the computer to facilitate the  understanding of important statistical ideas and for the  implementation of data analysis. In addition to three lectures a week,  students will attend a computer lab once a week. Examples will be  drawn from areas of applications of particular interest to HSS  students. Not open to students who have received credit for  36-207/70-207, 36-220, 36-225, 36-625, or 36-247."	Gordon Weinberg	1<>2<>3<>4<>5	1030	1150	PH A18C
36208	Regression Analysis	9	Statistics	None	Erica Vansant	1<>2<>3<>4<>5	900	1020	PH 226B
36226	Introduction to Statistical Inference	9	Statistics	None	Purvasha Chakravarti	1<>2<>3<>4<>5	1030	1150	DH A302
36309	Experimental Design for Behavioral and Social Sciences	9	Statistics	None	Amanda Sue Luby	1<>2<>3<>5	1030	1150	SH 214
39499	Summer Curricular Practical Training	3	CIT Interdisciplinary	"The college of engineering at Carnegie Mellon considers experiential learning opportunities important educational options for its undergraduate students. One such option is an internship, normally completed during the summer. Students do not need to officially register for an internship unless they want it listed on their official transcripts. CIT students interested in registering their internship for course credit on their transcript may enroll in this course. To do so, students must complete a CIT Internship form (located in Scaife Hall 110) and submit for approval. The CIT Undergraduate Studies Office will add the course to the students schedule, and the student will be assessed tuition for 3 units. Upon completion of the internship, students must submit a 1-2 page report of their work experience, and a 1-2 page evaluation from the company supervisor to the CIT Undergraduate Office. After the reports has been reviewed and approved, a P grade will be assigned. This process should be used by international students interested in Curricular Practical Training (CPT) or by any other engineering undergraduate wishing to have their internship experience reflected on their official University transcript. International students should also be authorized by the Office of International Education (OIE). More information regarding CPT is available on OIEs website."	Instructor TBA	NA	NA	NA	NA
39646	Independent Study Interaction Design Studio	None	CIT Interdisciplinary	None	Daniel Siewiorek	NA	NA	NA	NA
47900	Tepper PhD	None	Tepper School of Business	None	Instructor TBA	NA	NA	NA	NA
47995	Graduate Reading & Research	None	Tepper School of Business	None	Instructor TBA	NA	NA	NA	NA
47998	Tepper PhD Internship	None	Tepper School of Business	"This course is for Tepper PhD students only, to take external internships for credit."	Instructor TBA	NA	NA	NA	NA
48001	Architecture Elective	9	Architecture	None	Instructor TBA	NA	NA	NA	NA
48731	Sustainable Design Synthesis Prep	12	Architecture	"This is the preparatory course for the synthesis project course in the  Master of Science in Sustainable Design (MSSD) program. Students will build  upon the Research Models and Methods class to develop an individual project  proposal in an area of their interest related to sustainable design. The  students will attend bi-weekly meetings with the instructor and will submit  a formal research project proposal at the conclusion of the semester  including an abstract, a research plan, a schedule, an annotated  bibliography and proposed deliverables.  Prerequisites: Fall Coursework as per curriculum."	Instructor TBA	NA	NA	NA	NA
51260	Design Fundamentals	9	Design	None	Matthew Beale<>Dylan Vitone<>Wayne Chung<>Stacie Rohrbach	1<>2<>3<>4	1330	1550	MM 212
51399	Junior Independent Study	None	Design	Guidelines for independent study in the Design office.  Proposals must be approved by faculty before registration.	Instructor TBA	NA	NA	NA	NA
51470	Design Practicum	3	Design	"This course provides 3 units of pass/fail credit for students participating in a design internship.  The student must be registered for this course during the internship, in order to earn the credit.  In the summer semester, the course must be paid for as an additional course, as summer courses are not part of the normal fall/spring academic year.    At the end of the term, the students supervisor must email the course coordinator with a brief statement describing the students activities, and an evaluation of the students performance.  Students are required to submit a statement, reflecting on insights gained from the internship experience. Upon receipt of both statements, the course coordinator will assign a grade of either P or N, depending on the outcome."	Melissa Cicozi	NA	NA	NA	NA
51799	Graduate Independent  Study	None	Design	Students must submit a proposal to their selected faculty advisor.	Instructor TBA	NA	NA	NA	NA
54006	Independent Study	None	Drama	None	Instructor TBA	NA	NA	NA	NA
54495	Internship	None	Drama	None	Instructor TBA	NA	NA	NA	NA
54609	Independent Study in Dramaturgy	None	Drama	None	Instructor TBA	NA	NA	NA	NA
54828	Independent Study in Vocal Alexander Research	None	Drama	None	Instructor TBA	NA	NA	NA	NA
57341	Sound Recording Workshop	9	Music	None	Riccardo Schulz<>Thomas Sullivan	1<>3<>5	1330	1450	HH B103
57342	Sound Recording Workshop	6	Music	None	Riccardo Schulz	1<>3	1830	1950	CFA A6
57857	Dalcroze Eurhythmics Workshop	None	Music	No course description provided.	Annabelle Joseph<>Stephen Neely	NA	NA	NA	NA
57858	Dalcroze Eurhythmics Workshop	None	Music	No course description provided.	Annabelle Joseph<>Stephen Neely	NA	NA	NA	NA
57859	Dalcroze Eurhythmics Workshop	None	Music	No course description provided.	Stephen Neely	NA	NA	NA	NA
57878	Dalcroze Eurhythmics Workshop	None	Music	No course description provided.	Annabelle Joseph<>Stephen Neely	NA	NA	NA	NA
57879	Dalcroze Eurhythmics Workshop	None	Music	No course description provided.	Annabelle Joseph<>Stephen Neely	NA	NA	NA	NA
57880	Dalcroze Eurhythmics Workshop	None	Music	No course description provided.	Annabelle Joseph<>Stephen Neely	NA	NA	NA	NA
57938	Dalcroze Eurhythmics Workshop	None	Music	None	Stephen Neely	NA	NA	NA	NA
66502	H&SS; Senior Honors Thesis II	9	Dietrich College Interdisciplinary	"This sequence is open only to those seniors who have been admitted to the HSS Senior Honors Program.  This second semester course is the culmination of an original, year-long independent research project.  Research topics are selected by faculty and students."	Instructor TBA	NA	NA	NA	NA
70122	Introduction to Accounting	9	Business Administration	None	Nam Ho	1<>2<>3<>4<>5	1030	1150	POS MN AUD
70208	Regression Analysis	9	Business Administration	None	Erica Vansant	1<>2<>3<>4<>5	900	1020	PH 226B
73100	Principles of Economics	9	Economics	"Literally, an introduction to economic principles, the goal of this course is to give students an understanding as to what constitutes good economic thinking.  This thought process is grounded in the construction and use of economics models.  Drawing on issues in both microeconomics and macroeconomics, fundamental principles are shown to transcend  particular examples and allow the field to be seen as a coherent, unified whole.  (Lecture, 2 hours; Recitation, 1 hour)."	Wenting Yu	1<>2<>3<>4<>5	1330	1450	POS MN AUD
73111	Internship I	None	Economics	By permission of the Undergraduate Economics Program.	Carol Goldburg	NA	NA	NA	NA
73112	Internship II	3	Economics	By permission of the Undergraduate Economics Program.	Carol Goldburg	NA	NA	NA	NA
73113	Internship III	3	Economics	By permission of the Undergraduate Economics Program.	Instructor TBA	NA	NA	NA	NA
73230	Intermediate Microeconomics	9	Economics	None	Leah Clark	1<>2<>3<>4<>5	1030	1150	WEH 4709
73401	Study Abroad Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Instructor TBA	NA	NA	NA	NA
73402	Study Aboard Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Carol Goldburg	NA	NA	NA	NA
73403	Study Aboard Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Carol Goldburg	NA	NA	NA	NA
73404	Study Aboard Upper Level Economics Elective	None	Economics	This number holds a place for upper level economics elective study abroad transfer credit courses so that these courses can be used in the academic audit system.	Carol Goldburg	NA	NA	NA	NA
73495	Advanced Independent Study in Economics	None	Economics	None	Instructor TBA	NA	NA	NA	NA
76101	Interpretation and Argument	9	English	"76-101 introduces first-year students to an advanced, inductive process for writing an argument from sources. Because the course is based upon empirical research about professional academic writers, students will learn expert practices for authoring their own arguments that contribute to an existing community of authors. Because reading and writing are inseparable practices for academic writing, students will read a variety of texts so that they can explore and critically evaluate a single issue from multiple perspectives and from different disciplinary genres. Students will learn methods for summarizing, synthesizing, and analyzing arguments within that issue so that they may contribute an argument of their own.  The course is also geared toward helping students understand the requirements of advanced college-level writing. Our students are typically very accomplished readers and writers, and we are eager to push their accomplishments toward greater excellence. For this purpose, students will build upon their composing knowledge by reflecting and thinking strategically as they plan, write, and revise their own texts. Ultimately, they will develop critical reading, rhetorical and linguistic practices for analyzing and producing texts within the context of an academic community.  Each section of 76-101 is structured by the same objectives and core assignments. There is a core vocabulary and set of heuristics that all sections teach. However, students may find particular issues more appealing than others-we encourage students to pursue their interests, but we also ask that students engage any 76-101 course with intellectual curiosity. Due to the limits of our schedule, we are unable to meet each students individual preferences for course topics, but we do offer a wide variety from which to choose. Section descriptions are posted at: http://www.cmu.edu/hss/english/first_year/index.html"	Jacob Goessling	1<>2<>3<>4<>5	1330	1450	BH A54
76101	Interpretation and Argument	9	English	"76-101 introduces first-year students to an advanced, inductive process for writing an argument from sources. Because the course is based upon empirical research about professional academic writers, students will learn expert practices for authoring their own arguments that contribute to an existing community of authors. Because reading and writing are inseparable practices for academic writing, students will read a variety of texts so that they can explore and critically evaluate a single issue from multiple perspectives and from different disciplinary genres. Students will learn methods for summarizing, synthesizing, and analyzing arguments within that issue so that they may contribute an argument of their own.  The course is also geared toward helping students understand the requirements of advanced college-level writing. Our students are typically very accomplished readers and writers, and we are eager to push their accomplishments toward greater excellence. For this purpose, students will build upon their composing knowledge by reflecting and thinking strategically as they plan, write, and revise their own texts. Ultimately, they will develop critical reading, rhetorical and linguistic practices for analyzing and producing texts within the context of an academic community.  Each section of 76-101 is structured by the same objectives and core assignments. There is a core vocabulary and set of heuristics that all sections teach. However, students may find particular issues more appealing than others-we encourage students to pursue their interests, but we also ask that students engage any 76-101 course with intellectual curiosity. Due to the limits of our schedule, we are unable to meet each students individual preferences for course topics, but we do offer a wide variety from which to choose. Section descriptions are posted at: http://www.cmu.edu/hss/english/first_year/index.html"	Craig Stamm	1<>2<>3<>4<>5	1500	1620	BH A54
76226	"Film and Literature: Mystery, Sexuality, and Culture in American Film"	9	English	None	Bret Vukoder	2<>4	1830	2120	SH 208
76270	Writing for the Professions	9	English	"Writing in the Professions is a writing course specifically designed for juniors and seniors in all majors other than English. The course is appropriate for upper-level students in all CMU colleges, has no writing prerequisites, and assumes that you may not have had much college-level writing instruction past your freshman year. The basic idea of the course is to give you experience in developing the writing skills you will be expected to have as you make the transition from student to professional. The course will cover resume writing, proposal writing, writing instructions, the difference between writing for general and specific audiences, and analysis of visual aids in various texts. The course requires that students work both independently and in groups."	Daniel Dickson-Laprade	1<>2<>3<>4<>5	1030	1150	PH 226A
76301	Internship	None	English	"This course is designed to help you explore possible writing-related careers as you gain workplace experience and earn academic credit. Youll work on- or off-campus as an entry-level professional writer for 8-10 hours per week in a field of interest to you (public relations, journalism, advertising, magazine writing, non-profit, healthcare, etc.). You are responsible for finding an internship. Most of your class time for the course will be completed at your internship site - a minimum of 120 hours (8-10 per week) over the semester for 9 units of credit. As the academic component of the course, youll keep a reflective journal and meet periodically with the internship coordinator to discuss your internship and related professional issues. You must register for the course before the add/drop deadline of the semester in which you want to do your internship. Before you can register, you must contact the internship instructor listed above to express your interest in the course and to be cleared for registration. Credit for the internship course cannot be retroactively awarded for past internships."	James Wynn	NA	NA	NA	NA
79201	Introduction to Anthropology	9	History	None	Shawn Alfonso-Wells	1<>2<>3<>4<>5	1030	1150	PH A18A
79392	History of Modern Warfare	9	History	None	Vagel Keller	1<>2<>3<>4<>5	1200	120	PH 226A
79491	Independent Study	None	History	An Independent Study is meant for students with a special interest in an area not covered by a formal history course.  Readings and other work are negotiated between the student and an individual faculty member.	Instructor TBA	NA	NA	NA	NA
80100	Introduction to Philosophy	9	Philosophy	"In this introductory course we will explore three major areas of Philosophy: Ethics, Metaphysics, and Epistemology. Accordingly the course is divided into three sections. In each section we will read primary sources and discuss some of the main philosophic problems associated with that area. These will include: moral problems (Ethics), problems rising from the debates about free-will, personal identity or intelligence (Metaphysics), and inquiries about the scope and limits of human knowledge (Epistemology). We will then introduce some theories designed to solve such problems, and try to understand the strengths and weaknesses of these theories. We will apply different techniques and theories to issues that we might encounter in the real world. We will use class discussions, homeworks and papers to learn skills for evaluating arguments. These skills include: how to present a philosophic argument, what are the assumptions that justify it, what are its weaknesses and its strengths, whether such weaknesses can be resolved and, if they cannot be resolved, why."	Aeyaz Kayani	1<>2<>3<>4<>5	1200	120	BH 150
80130	Introduction to Ethics	9	Philosophy	None	Jacob Steen	1<>2<>3<>4<>5	1200	120	DH 4303
80205	Introduction to Rational Choice	9	Philosophy	None	Joseph McCool	1<>2<>3<>4<>5	1330	1450	DH 4303
80212	Arguments and Logical Analysis	9	Philosophy	None	Patrick Walsh	1<>2<>3<>4<>5	1030	1150	BH 150
80241	Ethical Judgments in Professional Life	9	Philosophy	None	Aidan Kestigian	1<>2<>3<>4<>5	1500	1620	BH 150
80495	Independent Study	None	Philosophy	Independent Study	Instructor TBA	NA	NA	NA	NA
82102	Elementary French II	12	Modern Languages	"This course is designed for students who have taken first-semester French at Carnegie Mellon or learned its equivalent as determined by placement. Using a proficiency-oriented approach, students will expand contextually appropriate interpersonal communication skills in both written and spoken French, continue to develop reading and listening skills through the use of various media, review previously learned and practice new grammar and vocabulary, and gain a further understanding of French and francophone cultures through class activities. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in French must take the placement exam."	Michael West	1<>2<>3<>4<>5	1200	120	WEH 4623
82111	Elementary Arabic I	12	Modern Languages	"This course is for students with no prior experience in Arabic. Using a proficiency-oriented approach, students will develop contextually appropriate interpersonal communication skills in both written and spoken Arabic, develop reading and listening skills through the use of various media, understand fundamental grammar, acquire vocabulary, and gain a basic understanding of Arab cultures through class activities. Students will primarily learn Modern Standard Arabic for reading, writing, listening, and speaking, with a minor focus on learning the Egyptian and Levantine dialects for listening and speaking. The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). A student with prior experience in Arabic must be placed into the appropriate course by visiting Baker Hall 160. Prerequisite: None"	Instructor TBA	1<>2<>3<>4<>5	900	1020	SH 222
82112	Elementary Arabic II	12	Modern Languages	None	Instructor TBA	NA	NA	NA	NA
